,name,percent,category,produce,supply,img_url,580
174,구덴 카롤루스 클래식,8.5%,수입 맥주 벨지안 스트롱 에일,브루어리 헷 앵커,비욘드컴퍼니,https://assets.business.veluga.kr/media/public/HET_ANKER_GOUDEN_CAROLUS_CLASSIC.png,559.0
175,빈땅,4.7%,수입 맥주 필스너,멀티 빈땅 인도네시아,주식회사 경브라더스,https://assets.business.veluga.kr/media/public/Multi_Bintang_Bintang.png,559.0
176,레드 스트라이프,4.7%,수입 맥주 라거,하이네켄 네덜란드 서플라이,주식회사 경브라더스,https://assets.business.veluga.kr/media/public/Heineken_RED_STRIPE.png,559.0
177,와일더 차일드,5.8%,수입 맥주 세종,브뤼셀 비어 프로젝트,비어로,https://assets.business.veluga.kr/media/public/Brussels_Beer_Project_wilder_child.png,559.0
178,베르살리스 배럴 리저브,6.0%,수입 맥주 사워,브라우어리 오드 비어셀,윈비어,https://cdn.veluga.kr/images/drink-fallback.png,559.0
179,로즈람빅,6.8%,수입 맥주 람빅,브라우어리 오드 비어셀,윈비어,https://assets.business.veluga.kr/media/public/Oud_Vieux_Rozenlambik_1.png,559.0
180,호랄 메가블렌드 2019,7.0%,수입 맥주 괴즈,브라우어리 오드 비어셀,윈비어,https://assets.business.veluga.kr/media/public/Oud_Vieux_Horal_Megablend_2019.png,559.0
181,"배럴 셀렉션 ""푸더 21""",6.5%,수입 맥주 괴즈,브라우어리 오드 비어셀,윈비어,https://assets.business.veluga.kr/media/public/Oud_Vieux_Barrel_Selection__Foeder_21_.png,559.0
182,반데르벨덴 137,6.5%,수입 맥주 괴즈,브라우어리 오드 비어셀,윈비어,https://assets.business.veluga.kr/media/public/Oud_Vieux_Oude_Geuze_Vandervelden_137.png,559.0
183,프랑브아즈 분,5.0%,수입 맥주 람빅,브라우어리 분,주식회사 비티알커머스,https://cdn.veluga.kr/files/supplier/6/drinks/21848_Main_-_Framboise_Boon.png,559.0
184,노르딕 잼,5.2%,수입 맥주 라거,투 피쳐스 브루잉 컴퍼니,브루마스터스 인터내셔널,https://assets.business.veluga.kr/media/public/Two_Picthers_Nordic_Jam.png,559.0
185,래들러,5.1%,수입 맥주 라거,투 피쳐스 브루잉 컴퍼니,브루마스터스 인터내셔널,https://assets.business.veluga.kr/media/public/Two_Picthers_Radler.png,559.0
186,플로레페 프리마 멜리어,8.0%,수입 맥주 벨지안 에일,브라세리 레페브르,브루마스터스 인터내셔널,https://cdn.veluga.kr/files/supplier/45/drinks/2896_Floreffe_Prima_Melior.png,559.0
187,플로레페 트리플,7.5%,수입 맥주 트리펠,브라세리 레페브르,브루마스터스 인터내셔널,https://cdn.veluga.kr/files/supplier/45/drinks/2897_Floreffe_Triple.png,559.0
188,드래곤스 밀크,11.0%,수입 맥주 스타우트,뉴 홀랜드 브루잉 컴퍼니,브루마스터스 인터내셔널,https://assets.business.veluga.kr/media/public/New_Holland_Dragons_Milk.png,559.0
189,초콜릿 헤이즐넛 포터,7.0%,수입 맥주 포터,헤레틱 브루잉 컴퍼니,브루마스터스 인터내셔널,https://assets.business.veluga.kr/media/public/Heretic_Chocolate_Hazelnut_Porter.png,559.0
190,쉘로우 그레이브,7.0%,수입 맥주 포터,헤레틱 브루잉 컴퍼니,브루마스터스 인터내셔널,https://assets.business.veluga.kr/media/public/Heretic_Shallow_Grave.png,559.0
191,"더 킴미, 더 잉크 & 더 홀리 고제 에일",4.0%,수입 맥주 고제,앤더슨 밸리 브루잉 컴퍼니,브루마스터스 인터내셔널,https://cdn.veluga.kr/files/supplier/45/drinks/23733_Main_-_The_Kimmie_The_Yink__The_Holy_Gose.png,559.0
192,분트 앰버 에일,5.8%,수입 맥주 엠버 에일,앤더슨 밸리 브루잉 컴퍼니,브루마스터스 인터내셔널,https://cdn.veluga.kr/files/supplier/45/drinks/17469_Main_-_Boont_Amber_Ale.png,559.0
193,바니 플랫 오트밀 스타우트,5.8%,수입 맥주 스타우트,앤더슨 밸리 브루잉 컴퍼니,브루마스터스 인터내셔널,https://cdn.veluga.kr/files/supplier/45/drinks/2894_Barney_Flats_Oatmeal_Stout.png,559.0
194,피넛 버터 초콜릿 밀크 스타우트,5.6%,수입 맥주 스타우트,로스트 코스트 브루어리,브루마스터스 인터내셔널,https://assets.business.veluga.kr/media/public/Lost_Coast_Peanut_Butter_Chocolate_Milk_Stout.png,559.0
195,레버넌트 IPA,7.0%,수입 맥주 IPA,로스트 코스트 브루어리,브루마스터스 인터내셔널,https://assets.business.veluga.kr/media/public/Lost_Coast_Revenant_IPA.png,559.0
196,헤이지 IPA,6.4%,수입 맥주 IPA,로스트 코스트 브루어리,브루마스터스 인터내셔널,https://assets.business.veluga.kr/media/public/Lost_Coast_Hazy_IPA.png,559.0
197,포그커터 더블 IPA,8.7%,수입 맥주 더블 IPA,로스트 코스트 브루어리,브루마스터스 인터내셔널,https://assets.business.veluga.kr/media/public/Lost_Coast_Fogcutter_Double_IPA.png,559.0
198,샤키네이터,4.8%,수입 맥주 IPA,로스트 코스트 브루어리,브루마스터스 인터내셔널,https://assets.business.veluga.kr/media/public/Lost_Coast_Sharkinator.png,559.0
199,워터멜론 위트,5.0%,수입 맥주 프루트 비어,로스트 코스트 브루어리,브루마스터스 인터내셔널,https://assets.business.veluga.kr/media/public/Lost_Coast_Watermelon_Wheat.png,559.0
200,애프리콧 위트,5.0%,수입 맥주 프루트 비어,로스트 코스트 브루어리,브루마스터스 인터내셔널,https://assets.business.veluga.kr/media/public/Lost_Coast_Apricot_Wheat.png,559.0
201,달빛 필스너,5.0%,수입 맥주 필스너,로스트 코스트 브루어리,브루마스터스 인터내셔널,https://assets.business.veluga.kr/media/public/Lost_Coast_Dalbit_pilsner.png,559.0
202,인디카 IPA,6.5%,수입 맥주 IPA,로스트 코스트 브루어리,브루마스터스 인터내셔널,https://assets.business.veluga.kr/media/public/Lost_Coast_Indica_IPA.png,559.0
203,탠저린 위트,5.5%,수입 맥주 프루트 비어,로스트 코스트 브루어리,브루마스터스 인터내셔널,https://assets.business.veluga.kr/media/public/Lost_Coast_Tangerine_Wheat.png,559.0
204,그레이트 화이트 비어,4.8%,수입 맥주 윗비어,로스트 코스트 브루어리,브루마스터스 인터내셔널,https://assets.business.veluga.kr/media/public/Lost_Coast_Great_White_Beer.png,559.0
205,라구니타스 IPA,6.2%,수입 맥주 IPA,라구니타스 브루잉 컴퍼니,하이네켄코리아 주식회사,https://assets.business.veluga.kr/media/public/Lagunitas_IPA.png,559.0
206,킹 수,7.8%,수입 맥주 더블 IPA,토플링 골리앗 브루잉 컴퍼니,주식회사 비티알커머스,https://assets.business.veluga.kr/media/public/toppling_goliath_King_Sue.png,559.0
207,공베르잔,5.8%,수입 맥주 세종,라 시렌 브루잉,주식회사 크레프트앤컬쳐,https://assets.business.veluga.kr/media/public/la_sirene_Convergence.png,559.0
208,델리리움 트레멘스 틴케이스 에디션,8.5%,수입 맥주 벨지안 스트롱 에일,위그 브루어리,윈비어,https://assets.business.veluga.kr/media/public/Huyghe_Delirium_Tremens_750ml_tincase.png,559.0
209,리저브 세종,7.0%,수입 맥주 세종,라 시렌 브루잉,주식회사 크레프트앤컬쳐,https://assets.business.veluga.kr/media/public/la_sirene_Reserve_saison.png,559.0
210,블랑쉬 드 브뤼헤,5.0%,수입 맥주 윗비어,브라우어리 드 할브 만,주식회사 비티알커머스,https://assets.business.veluga.kr/media/public/de_halve_maan_Blanche_de_Bruges.png,559.0
211,괴즈 분 셀렉션,6.3%,수입 맥주 괴즈,브라우어리 분,주식회사 비티알커머스,https://assets.business.veluga.kr/media/public/boon_Geuze_Boon_Selection.png,559.0
212,쥬스 정키,5.4%,수입 맥주 IPA,브뤼셀 비어 프로젝트,비어로,https://assets.business.veluga.kr/media/public/Brussels_Beer_Project_Juice_Junkie_EVLYZIx.png,559.0
213,정글 조이,6.6%,수입 맥주 두벨,브뤼셀 비어 프로젝트,비어로,https://assets.business.veluga.kr/media/public/Brussels_Beer_Project_Jungle_Joy.png,559.0
214,오드 스카르빅스 크릭 분,6.0%,수입 맥주,브라우어리 분,주식회사 비티알커머스,https://assets.business.veluga.kr/media/public/boon_Schaarbeekse_Kriek_Boon.png,559.0
215,다크 시스터,6.6%,수입 맥주 IPA,브뤼셀 비어 프로젝트,비어로,https://cdn.veluga.kr/files/supplier/31/drinks/3552_Dark_Sister.png,559.0
216,바빌론,7.0%,수입 맥주 잉글리시 스트롱 에일,브뤼셀 비어 프로젝트,비어로,https://assets.business.veluga.kr/media/public/Brussels_Beer_Project_Babylone.png,559.0
217,그로스 베르타,7.0%,수입 맥주 헤페 바이젠,브뤼셀 비어 프로젝트,비어로,https://assets.business.veluga.kr/media/public/Brussels_Beer_Project_Grossebertha.png,559.0
218,델타 ipa,6.0%,수입 맥주 IPA,브뤼셀 비어 프로젝트,비어로,https://cdn.veluga.kr/files/supplier/31/drinks/20693_Main_-_Delta_IPA.png,559.0
219,원더 라거,3.8%,수입 맥주 라거,브뤼셀 비어 프로젝트,비어로,https://assets.business.veluga.kr/media/public/Brussels_Beer_Project_Wunderlager.png,559.0
220,420 스트레인 망고 쿠시,5.0%,수입 맥주 위트 에일,스윗워터 브루잉 컴퍼니,인터비어코리아,https://assets.business.veluga.kr/media/public/sweetwater_Mango_Kush.png,559.0
221,리치몬드 라거,5.0%,수입 맥주 라거,하디우드 파크 크래프트 브루어리,하이 파이브 엘앤비,https://assets.business.veluga.kr/media/public/hardywood_richmond_lager.png,559.0
222,오드 귀즈 꾸베 르네,6.0%,수입 맥주 괴즈,브라우어리 린데만스,체트온,https://assets.business.veluga.kr/media/public/Lindemans__Oude_Gueuze_Cuvee_Rene.png,559.0
223,굴덴 드락 9000 쿼드러플,10.5%,수입 맥주 쿼드루펠,브라우어리 반 스틴베르그,체트온,https://assets.business.veluga.kr/media/public/Van_Steenberge_Gulden_Draak_9000_Quadruple.png,559.0
224,스폰탄바질,6.0%,수입 맥주,브라우어리 린데만스,체트온,https://assets.business.veluga.kr/media/public/Lindemans_SpontanBasil_h3sSvSb.png,559.0
225,오드 크릭 꾸베 르네,6.5%,수입 맥주,브라우어리 린데만스,체트온,https://assets.business.veluga.kr/media/public/Lindemans_Oude_Kriek_Cuvee_Rene.png,559.0
226,크릭,3.5%,수입 맥주,브라우어리 린데만스,체트온,https://assets.business.veluga.kr/media/public/Lindemans_Kriek.png,559.0
227,카시스,3.5%,수입 맥주,브라우어리 린데만스,체트온,https://assets.business.veluga.kr/media/public/Lindemans_Cassis.png,559.0
228,애플 / 폼,3.5%,수입 맥주,브라우어리 린데만스,체트온,https://assets.business.veluga.kr/media/public/Lindemans_Apple___Pomme.png,559.0
229,프랑부아즈,2.5%,수입 맥주,브라우어리 린데만스,체트온,https://assets.business.veluga.kr/media/public/Lindemans_Framboise.png,559.0
230,뻬쉬 / 뻬슈레제,2.5%,수입 맥주,브라우어리 린데만스,체트온,https://assets.business.veluga.kr/media/public/Lindemans_Peche___Pecheresse.png,559.0
231,시메이 그랑 리저브 비에유 인 바리끄,10.5%,수입 맥주 벨지안 스트롱 에일,스코우어몬트 아베이,(주) 태산주류,https://assets.business.veluga.kr/media/public/Chimay_Chimay_Grande_Reserve_Vieillie_en_Barriques.png,559.0
232,시메이 골드,4.8%,수입 맥주 벨지안 에일,스코우어몬트 아베이,(주) 태산주류,https://assets.business.veluga.kr/media/public/Chimay_Chimay_Gold.png,559.0
233,시메이 레드,7.0%,수입 맥주 벨지안 에일,스코우어몬트 아베이,(주) 태산주류,https://assets.business.veluga.kr/media/public/Chimay_Chimay_RedPremiere_jRQQvo6.png,559.0
234,시메이 화이트,8.0%,수입 맥주 벨지안 스트롱 에일,스코우어몬트 아베이,(주) 태산주류,https://assets.business.veluga.kr/media/public/Chimay_Chimay_TripelCinq_Cents_4SYlnWG.png,559.0
235,시메이 블루,8.0%,수입 맥주 벨지안 스트롱 에일,스코우어몬트 아베이,(주) 태산주류,https://assets.business.veluga.kr/media/public/Chimay_Chimay_BlueGrande_Reserve_KC7oGX3.png,559.0
236,로덴바흐 빈티지 2016,7.0%,수입 맥주 사워,브라우어리 로덴바흐,주식회사 크레프트앤컬쳐,https://assets.business.veluga.kr/media/public/Rodenbach_Vintage_2016.png,559.0
237,팬티,6.0%,수입 맥주 스타우트,오이디푸스 브루잉,(주)하봉컴퍼니,https://assets.business.veluga.kr/media/public/oedipus_Panty.png,559.0
238,크릭 마리아주 파르페,8.0%,수입 맥주,브라우어리 분,주식회사 비티알커머스,https://assets.business.veluga.kr/media/public/boon_kriek_mariage_parfait.png,559.0
239,괴즈 마리아주 파르페,8.0%,수입 맥주 괴즈,브라우어리 분,주식회사 비티알커머스,https://assets.business.veluga.kr/media/public/boon_geuze_Mariage_Parfait.png,559.0
240,오드 괴즈 분 블랙 라벨 7,7.0%,수입 맥주 괴즈,브라우어리 분,주식회사 비티알커머스,https://cdn.veluga.kr/files/supplier/6/drinks/23714_Main_-_Oude_Geuze_Boon_Black_Label_No.png,559.0
241,오드 크릭 분,6.5%,수입 맥주,브라우어리 분,주식회사 비티알커머스,https://assets.business.veluga.kr/media/public/boon_oude_kreik_boon.png,559.0
242,크릭 분,4.0%,수입 맥주 프루티드 람빅,브라우어리 분,주식회사 비티알커머스,https://assets.business.veluga.kr/media/public/Boon_KRIEK.png,559.0
243,오드 괴즈 분,7.0%,수입 맥주 괴즈,브라우어리 분,주식회사 비티알커머스,https://assets.business.veluga.kr/media/public/boon_oude_geuze_boon.png,559.0
244,아벡 레 본 뵈,9.5%,수입 맥주 트리펠,브라세리 듀퐁,케이앤알리커,https://assets.business.veluga.kr/media/public/dupont_BONS_VOEUX.png,559.0
245,세종 듀퐁,6.5%,수입 맥주 세종,브라세리 듀퐁,케이앤알리커,https://assets.business.veluga.kr/media/public/Dupont_DUPONT_SAISON_.png,559.0
246,올라덥 18,8.0%,수입 맥주 올드 에일,하비스톤 브루어리,비더블유아이코리아,https://assets.business.veluga.kr/media/public/Harviestoun_Ola_Dubh_18.png,559.0
247,올라덥 16,8.0%,수입 맥주 올드 에일,하비스톤 브루어리,비더블유아이코리아,https://assets.business.veluga.kr/media/public/Harviestoun_Ola_Dubh_16.png,559.0
248,올라덥 12,8.0%,수입 맥주 올드 에일,하비스톤 브루어리,비더블유아이코리아,https://assets.business.veluga.kr/media/public/Harviestoun_Ola_Dubh_12.png,559.0
249,세종,6.5%,수입 맥주 세종,브라세리 생푀이엔,비더블유아이코리아,https://assets.business.veluga.kr/media/public/St._Feuillien_Saison.png,559.0
250,생푀이엔 블론드,7.5%,수입 맥주,브라세리 생푀이엔,비더블유아이코리아,https://assets.business.veluga.kr/media/public/St._Feuillien_Blond.png,559.0
251,생푀이엔 트리펠,8.5%,수입 맥주 트리펠,브라세리 생푀이엔,비더블유아이코리아,https://assets.business.veluga.kr/media/public/St._Feuillien_Tripel.png,559.0
252,그랑 크루,9.5%,수입 맥주 벨지안 스트롱 에일,브라세리 생푀이엔,비더블유아이코리아,https://assets.business.veluga.kr/media/public/St._Feuillien_Grand_Cru.png,559.0
253,녹투스 100,10.0%,수입 맥주 임페리얼 스타우트,브라우하우스 리겔,도아 인터내쇼날,https://assets.business.veluga.kr/media/public/Riegele_Noctus_100.png,559.0
254,리겔 헤페바이스,5.0%,수입 맥주 헤페 바이젠,브라우하우스 리겔,도아 인터내쇼날,https://assets.business.veluga.kr/media/public/Riegele_Hefe_weisse.png,559.0
255,오리지널 리터구츠 고제,4.7%,수입 맥주 고제,리터구츠 고제,도아 인터내쇼날,https://assets.business.veluga.kr/media/public/Ritterguts_Gose_Original.png,559.0
256,에히트 슈렝케를라 라우흐비어 메르첸,5.1%,수입 맥주 메르첸,브라우어라이 헬러-트럼,도아 인터내쇼날,https://assets.business.veluga.kr/media/public/Schlenkerla_Marzen.png,559.0
257,소넨호펜,4.9%,수입 맥주 쾰쉬,가펠 베커,도아 인터내쇼날,https://assets.business.veluga.kr/media/public/Gaffel_Becker_Sonnen_Hoppen.png,559.0
258,가펠 쾰쉬,4.8%,수입 맥주 쾰쉬,가펠 베커,도아 인터내쇼날,https://cdn.veluga.kr/files/supplier/16/drinks/22242_Main_-_Gaffel_Kolsch_2.png,559.0
259,후블론 쇼페,9.0%,수입 맥주 IPA,브라세리 디 아슈프,(주) 디엠인터내셔널,https://assets.business.veluga.kr/media/public/dAchouffe_Houblon_Chouffe.png,559.0
260,라 쇼페 블론드,8.0%,수입 맥주,브라세리 디 아슈프,(주) 디엠인터내셔널,https://assets.business.veluga.kr/media/public/dAchouffe_La_Chouffe.png,559.0
261,듀벨 트리플 홉 시트라,9.5%,수입 맥주 트리펠,듀벨 무르트가트,(주) 디엠인터내셔널,https://assets.business.veluga.kr/media/public/Duvel_Duvel_Tripel_Hop_Citra.png,559.0
262,마레드수스 8° 브룬,8.0%,수입 맥주 브라운 에일,아베이 드 마레드수스,(주) 디엠인터내셔널,https://assets.business.veluga.kr/media/public/Duvel_Maredsous_Brune.png,559.0
263,듀벨,8.5%,수입 맥주 벨지안 스트롱 에일,듀벨 무르트가트,(주) 디엠인터내셔널,https://assets.business.veluga.kr/media/public/Duvel_Duvel.png,559.0
264,오드 괴즈 틸퀸,7.0%,수입 맥주 괴즈,괴저리 틸퀸,윈비어,https://assets.business.veluga.kr/media/public/Gueuzerie_Tilquin_Oude_Gueuze_Tilquin.png,559.0
265,오르비어,9.0%,수입 맥주 벨지안 스트롱 에일,드 돌레 브라우어스,윈비어,https://assets.business.veluga.kr/media/public/De_Dolle_oerbier.png,559.0
266,오드 크릭,6.0%,수입 맥주,브라우어리 오드 비어셀,윈비어,https://assets.business.veluga.kr/media/public/Oude_Kriek_Vieille.png,559.0
267,오드 괴즈,6.0%,수입 맥주 괴즈,브라우어리 오드 비어셀,윈비어,https://assets.business.veluga.kr/media/public/Oude_Geuze_Vieille.png,559.0
268,로렐라이,10.5%,수입 맥주 포터,옴니폴로,주식회사 비티알커머스,https://assets.business.veluga.kr/media/public/Omnipollo_Lorelei.png,559.0
269,조디악,6.2%,수입 맥주 IPA,옴니폴로,주식회사 비티알커머스,https://assets.business.veluga.kr/media/public/Omnipollo_Zodiak.png,559.0
270,노아 피칸 머드 케이크,11.0%,수입 맥주 임페리얼 스타우트,옴니폴로,주식회사 비티알커머스,https://assets.business.veluga.kr/media/public/Omnipollo_Noa_Pecan_Mud_Cake.png,559.0
271,셀리스 화이트,4.9%,수입 맥주 윗비어,셀리스 브루어리,윈비어,https://assets.business.veluga.kr/media/public/Celis_White.png,559.0
272,포쉐트,7.5%,수입 맥주 트리펠,브라우어리 반 스틴베르그,윈비어,https://assets.business.veluga.kr/media/public/Van_SteenBerge_Fourchette.png,559.0
273,드 가르,11.0%,수입 맥주 트리펠,브라우어리 반 스틴베르그,윈비어,https://assets.business.veluga.kr/media/public/Van_SteenBerge_De_Garre.png,559.0
274,몽스 카페,5.5%,수입 맥주 사워,브라우어리 반 스틴베르그,윈비어,https://assets.business.veluga.kr/media/public/Van_SteenBerge_Monks_Cafe.png,559.0
275,델리리움 노엘 / 크리스마스,10.0%,수입 맥주 벨지안 스트롱 에일,위그 브루어리,윈비어,https://assets.business.veluga.kr/media/public/Huyghe_Delirium_Christmas.png,559.0
276,델리리움 레드,8.0%,수입 맥주 프루트 비어,위그 브루어리,윈비어,https://assets.business.veluga.kr/media/public/Huyghe_Delirium_Red.png,559.0
277,델리리움 녹터눔,8.5%,수입 맥주 벨지안 스트롱 에일,위그 브루어리,윈비어,https://assets.business.veluga.kr/media/public/Huyghe_Delirium_Nocturnum.png,559.0
278,델리리움 트레멘스,8.5%,수입 맥주 벨지안 스트롱 에일,위그 브루어리,윈비어,https://assets.business.veluga.kr/media/public/Huyghe_Delirium_Tremens.png,559.0
279,프라하 프리미엄 필스,4.7%,수입 맥주 필스너,프라하 브루잉,인터비어코리아,https://assets.business.veluga.kr/media/public/Praga_Premium_Pils.png,559.0
280,시트라다무스,9.5%,수입 맥주 임페리얼 IPA,멜빈 브루잉,인터비어코리아,https://assets.business.veluga.kr/media/public/Melvin_Citradamus.png,559.0
281,멜빈 2x4,9.9%,수입 맥주 임페리얼 IPA,멜빈 브루잉,인터비어코리아,https://assets.business.veluga.kr/media/public/Melvin_Melvin_2_x_4.png,559.0
282,휴버트,6.0%,수입 맥주 페일 에일,멜빈 브루잉,인터비어코리아,https://assets.business.veluga.kr/media/public/Melvin_Hubert.png,559.0
283,엑소더스,6.6%,수입 맥주 포터,스윗워터 브루잉 컴퍼니,인터비어코리아,https://assets.business.veluga.kr/media/public/SweetWater_Exodus_Jamaican_Coffee_Porter.png,559.0
284,"피치, 러브 & 해피니스",4.7%,수입 맥주 베를리너 바이세,스윗워터 브루잉 컴퍼니,인터비어코리아,https://assets.business.veluga.kr/media/public/SweetWater_Peach_Love__Happiness.png,559.0
285,쓰루 더 브램블스,6.1%,수입 맥주 사워,스윗워터 브루잉 컴퍼니,인터비어코리아,https://assets.business.veluga.kr/media/public/SweetWater_Through_The_Brambles.png,559.0
286,420 스트레인 G13 IPA,6.0%,수입 맥주 IPA,스윗워터 브루잉 컴퍼니,인터비어코리아,https://assets.business.veluga.kr/media/public/SweetWater_G13_IPA.png,559.0
287,고인 코스털,6.1%,수입 맥주 IPA,스윗워터 브루잉 컴퍼니,인터비어코리아,https://assets.business.veluga.kr/media/public/SweetWater_Goin_Coastal.png,559.0
288,스윗워터 IPA,6.3%,수입 맥주 IPA,스윗워터 브루잉 컴퍼니,인터비어코리아,https://assets.business.veluga.kr/media/public/SweetWater_421.png,559.0
289,420 엑스트라 페일 에일,5.7%,수입 맥주 페일 에일,스윗워터 브루잉 컴퍼니,인터비어코리아,https://assets.business.veluga.kr/media/public/SweetWater_420.png,559.0
290,미하일,13.5%,수입 맥주 임페리얼 스타우트,스톤 브루잉,인터비어코리아,https://assets.business.veluga.kr/media/public/Stone_MIKHAIL.png,559.0
291,죠코베자 챠드,9.6%,수입 맥주 임페리얼 스타우트,스톤 브루잉,인터비어코리아,https://assets.business.veluga.kr/media/public/Stone_Xocoveza_Charred.png,559.0
292,스톤 버티컬 에픽 에일 02.02.02,7.5%,수입 맥주 벨지안 에일,스톤 브루잉,인터비어코리아,https://assets.business.veluga.kr/media/public/Stone_Encore_Vertical_Epic_Ale_02.02.02.png,559.0
293,우트 스타우트,11.5%,수입 맥주 임페리얼 스타우트,스톤 브루잉,인터비어코리아,https://assets.business.veluga.kr/media/public/Stone_w00tstout.png,559.0
294,스톤 죠코베자,8.1%,수입 맥주 임페리얼 스타우트,스톤 브루잉,인터비어코리아,https://assets.business.veluga.kr/media/public/Stone_Xocoveza.png,559.0
295,임페리얼 러시안 스타우트,10.6%,수입 맥주 임페리얼 스타우트,스톤 브루잉,인터비어코리아,https://assets.business.veluga.kr/media/public/Stone_Imperial_Russian_Stout.png,559.0
296,엑스포트 IPA,7.0%,수입 맥주 IPA,스톤 브루잉,인터비어코리아,https://assets.business.veluga.kr/media/public/Stone_Export_IPA.png,559.0
297,애러건트 배스터드 에일,7.2%,수입 맥주 아메리칸 스트롱 에일,애러건트 컨소시아,인터비어코리아,https://assets.business.veluga.kr/media/public/Stone_Arrogant_Bastard_Ale.png,559.0
298,스톤 딜리셔스 IPA,7.7%,수입 맥주 IPA,스톤 브루잉,인터비어코리아,https://assets.business.veluga.kr/media/public/Stone_Delicious_IPA.png,559.0
299,스톤 루이네이션 더블 IPA 2.0,8.5%,수입 맥주 더블 IPA,스톤 브루잉,인터비어코리아,https://assets.business.veluga.kr/media/public/Stone_Ruination.png,559.0
300,스톤 탠저린 익스프레스 IPA,6.7%,수입 맥주 IPA,스톤 브루잉,인터비어코리아,https://assets.business.veluga.kr/media/public/Stone_Tangerine_Express.png,559.0
301,스톤 트로픽 오브 썬더,5.8%,수입 맥주 페일 라거,스톤 브루잉,인터비어코리아,https://assets.business.veluga.kr/media/public/Stone_Tropic_of_Thunder.png,559.0
302,스톤 IPA,6.9%,수입 맥주 IPA,스톤 브루잉,인터비어코리아,https://assets.business.veluga.kr/media/public/Stone_IPA.png,559.0
303,머피스 아이리쉬 스타우트,4.0%,수입 맥주 스타우트,머피스 브루어리,주식회사 라사그라코리아,https://assets.business.veluga.kr/media/public/Murphys_Irish_Stout.png,559.0
304,보히오,10.4%,수입 맥주 발리 와인,세르베사 라 사그라,주식회사 라사그라코리아,https://cdn.veluga.kr/files/supplier/14/drinks/1144_%EB%B3%B4%ED%9E%88%EC%98%A4%20-%20%EB%9D%BC%EC%82%AC%EA%B7%B8%EB%9D%BC%EC%BD%94%EB%A6%AC%EC%95%84.png,559.0
305,수친수,9.1%,수입 맥주 트리펠,세르베사 라 사그라,주식회사 라사그라코리아,https://assets.business.veluga.kr/media/public/la_sagra_cerveza_suxinsu.png,559.0
306,라 사그라 라거,4.8%,수입 맥주 라거,세르베사 라 사그라,주식회사 라사그라코리아,https://cdn.veluga.kr/files/supplier/14/drinks/2777_La_Sagra_Lager.png,559.0
307,로하,6.1%,수입 맥주 엠버 에일,세르베사 라 사그라,주식회사 라사그라코리아,https://cdn.veluga.kr/files/supplier/14/drinks/1137_%EB%A1%9C%ED%95%98%20-%20%EB%9D%BC%EC%82%AC%EA%B7%B8%EB%9D%BC%EC%BD%94%EB%A6%AC%EC%95%84.png,559.0
308,블랑카 드 트리고,5.2%,수입 맥주 윗비어,세르베사 라 사그라,주식회사 라사그라코리아,https://cdn.veluga.kr/files/supplier/14/drinks/1138_%EB%B8%94%EB%9E%91%EC%B9%B4%20%EB%93%9C%20%ED%8A%B8%EB%A6%AC%EA%B3%A0%20-%20%EB%9D%BC%EC%82%AC%EA%B7%B8%EB%9D%BC%EC%BD%94%EB%A6%AC%EC%95%84.png,559.0
309,씬 글루텐 (글루텐프리 라거),5.0%,수입 맥주 라거,세르베사 라 사그라,주식회사 라사그라코리아,https://cdn.veluga.kr/files/supplier/14/drinks/1142_%EC%94%AC%20%EA%B8%80%EB%A3%A8%ED%85%90%20-%20%EB%9D%BC%EC%82%AC%EA%B7%B8%EB%9D%BC%EC%BD%94%EB%A6%AC%EC%95%84.png,559.0
310,슈나이더 탭9 아이스복,12.0%,수입 맥주 아이스 복,슈나이더 운트 손,주식회사 비티알커머스,https://cdn.veluga.kr/files/supplier/6/drinks/19967_Layer_4.png,559.0
311,스피드웨이 스타우트,12.0%,수입 맥주 임페리얼 스타우트,에일스미스 브루잉 컴퍼니,모어댄크래프트,https://assets.business.veluga.kr/media/public/Alesmith_speedwaystout.png,559.0
312,그레이트 리턴,7.5%,수입 맥주 IPA,하디우드 파크 크래프트 브루어리,하이 파이브 엘앤비,https://assets.business.veluga.kr/media/public/hardywood_Great_Return_bottle.png,559.0
313,수도 수,5.8%,수입 맥주 페일 에일,토플링 골리앗 브루잉 컴퍼니,주식회사 비티알커머스,https://assets.business.veluga.kr/media/public/toppling_goliath_pseudo_sue.png,559.0
314,스트라프 헨드릭 브룩스 쿼드루펠 11°,11.0%,수입 맥주 쿼드루펠,브라우어리 드 할브 만,주식회사 비티알커머스,https://assets.business.veluga.kr/media/public/de_halve_maan_straffe_hendrik_quadrupel.png,559.0
315,스트라프 헨드릭 브룩스 트리펠 9°,9.0%,수입 맥주 트리펠,브라우어리 드 할브 만,주식회사 비티알커머스,https://assets.business.veluga.kr/media/public/de_halve_maan_straffe_hendrik_tripel.png,559.0
316,슈나이더 바이세 탭7 오리지널,5.4%,수입 맥주 헤페 바이젠,슈나이더 운트 손,주식회사 비티알커머스,https://cdn.veluga.kr/files/supplier/6/drinks/19966_Layer_3.png,559.0
317,슈나이더 바이세 탭6 아벤티누스,8.2%,수입 맥주 도펠 복,슈나이더 운트 손,주식회사 비티알커머스,https://cdn.veluga.kr/files/supplier/6/drinks/19965_Main_-_Schneider_Weisse_TAP6_Aventinus.png,559.0
